Topic,English,Mandarin,Pinyin,URL
Medical and Illness,Take two pills and have a good rest.,吃两片药，好好休息一下。,chīliǎngpiānyào hǎohǎoxiūxīyīxià,https://www.chinese-tools.com/phrasebook/27-medical.html
Medical and Illness,I hope you'll be well soon.,祝你早日恢复健康。,zhùnǐzǎorìhuīfùjiànkāng,https://www.chinese-tools.com/phrasebook/27-medical.html
The weather,Have you heard the weather forecast?,你听天气预报了吗？,nǐtīngtiānqìyùbàolemá,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,"No, what does it say?",没有，它说什么了？,méiyǒu tāshuìshénmale,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,We'll have fine weather for the next few days?,以后几天天气晴朗。,yǐhòujītiāntiānqìqínglǎng,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,But it's still raining today!,可今天还在下雨。,kějīntiānháizàixiàyǔ,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,It is said it will clear up tonight.,天气预报说今晚雨就会停。,tiānqìyùbàoshuìjīnwǎnyǔjiùhuìtíng,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,What will it be after the clear weather?,晴天以后天气会怎么样？,qíngtiānyǐhòutiānqìhuìzěnmayàng,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,It says a storm may come next month.,天气预报说下个月会有一场暴风雨。,tiānqìyùbàoshuìxiàgěyuèhuìyǒuyīchángbàofēngyǔ,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,"And it may get colder, it's already November.",并且天气会更冷。,bīngjūtiānqìhuìgēnglěng,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,"Yes, and I hope we can have some snow this winter.",是的，我希望今年冬天会下雪。,shìde wǒxīwàngjīnniándōngtiānhuìxiàxuě,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,I'm afraid it won't be cold enough for a snowfall.,我恐怕天不会冷的下雪。,wǒkǒngpàtiānbúhuìlěngdexiàxuě,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,But last year we had a big one.,但去年下了大雪。,dànqùniánxiàledàxuě,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,"Yes, but you know global warming may raise the temperature.",是的，但全球变暖会使气温上升。,shìde dànquánqiúbiànnuǎnhuìshǐqìwēnshàngshēng,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,You are probably right.,你也许是对的。,nǐyěxǔshìduìde,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,I'm going skating in the Alps next month.,下个月我去阿尔卑斯山滑雪。,xiàgěyuèwǒqùāěrbēisīshānhuáxuě,https://www.chinese-tools.com/phrasebook/26-weather.html
The weather,I hope the weather there is cold enough.,我希望那儿天气够冷。,wǒxīwàngnāértiānqìgòulěng,https://www.chinese-tools.com/phrasebook/26-weather.html
The future,What time are you going to leave for the airport tomorrow?,你明天打算什么时候去机场？,nǐmíngtiāndásuànshénmashíhòuqùjīcháng,https://www.chinese-tools.com/phrasebook/25-future.html
The future,Is he coming to dinner?,他回来吃饭吗？,tāhuíláichīfànmá,https://www.chinese-tools.com/phrasebook/25-future.html
The future,I'm going to the bookstore. Will you go with me?,我要去书店，你和我去吗？,wǒyāoqùshūdiàn nǐhéwǒqùmá,https://www.chinese-tools.com/phrasebook/25-future.html
The future,They're going to discuss it at the meeting next Friday.,他们将在下周五的会上讨论这个问题。,tāmenjiāngzàixiàzhōuwǔdehuìshàngtǎolúnzhègěwèntí,https://www.chinese-tools.com/phrasebook/25-future.html
The future,I'll be waiting for you at the restaurant this time tomorrow.,我明天这时候在餐馆等你。,wǒmíngtiānzhèshíhòuzàicānguǎnděngnǐ,https://www.chinese-tools.com/phrasebook/25-future.html
The future,"After I get home, I'll call you.",到家以后，我会给你打电话。,dàojiāyǐhòu wǒhuìgěinǐdádiànhuà,https://www.chinese-tools.com/phrasebook/25-future.html
The future,How will you spend the evening?,你晚上干什么？,nǐwǎnshànggānshénma,https://www.chinese-tools.com/phrasebook/25-future.html
The future,I'll probably stay home and watch TV.,我可能会呆在家看电视。,wǒkěnénghuìáizàijiākāndiànshì,https://www.chinese-tools.com/phrasebook/25-future.html
The future,What's your plan for the summer holiday?,暑假计划干什么？,shǔjiǎjìhuágānshénma,https://www.chinese-tools.com/phrasebook/25-future.html
The future,I'm thinking about a visit to Paris.,我在考虑去巴黎旅游。,wǒzàikǎolǜqùbālílǚyóu,https://www.chinese-tools.com/phrasebook/25-future.html
The future,There's going to be a pottery exhibition at the art gallery.,艺术馆将有一次陶瓷展。,yìshùguǎnjiāngyǒuyīcìtáocízhǎn,https://www.chinese-tools.com/phrasebook/25-future.html
The future,"You are still thinking about a Ph.D., aren't you?",你还是想学成博士，是吗？,nǐháishìxiǎngxuéchéngbóshì shìmá,https://www.chinese-tools.com/phrasebook/25-future.html
The future,What will you do about it?,你会拿这事怎么办？,nǐhuìnázhèshìzěnmabàn,https://www.chinese-tools.com/phrasebook/25-future.html
The future,What do you want to do after graduation?,你毕业后想干什么？,nǐbìyèhòuxiǎnggānshénma,https://www.chinese-tools.com/phrasebook/25-future.html
The future,I'll further my study.,我想继续深造。,wǒxiǎngjìxùshēnzào,https://www.chinese-tools.com/phrasebook/25-future.html
Neighbours and Friends?,Do you know Mary?,你认识玛丽吗？,nǐrènshímǎlímá,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,Sure. We are friends since primary school.,当然，我们从小学就是朋友了。,dāngrán wǒmencōngxiǎoxuéjiùshìpéngyǒule,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,Really? I was introduced to her just last weekend.,真的？上周末我才被介绍给她。,zhēnde shàngzhōumòwǒcáibèijièshàogěitā,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,What is she doing now?,她现在干些什么呢？,tāxiànzàigānxiēshénmanà,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,She told me she wanted to start a company,她告诉我她想开公司。,tāgàosùwǒtāxiǎngkāigōngsī,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,Start a company? But I thought she would be a scholar.,开公司？我原以为她会成为一个学者,kāigōngsī wǒyuányǐwéitāhuìchéngwéiyīgěxuézhě,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,"People are always changing, aren't they?",人总是在变，不是吗？,rénzǒngshìzàibiàn búshìmá,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,"Yes, you're right. After all, she is smart enough to go into business.",是啊，你说的对。毕竟，她完全有经商才智。,shìā nǐshuìdeduì bìjìng tāwánquányǒujīngshāngcáizhì,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,But she doesn't have much experience.,但她没有太多经验。,dàntāméiyǒutàiduōjīngyàn,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,You two don't have much contact？,你们俩没怎么联系吗？,nǐmenliǎméizěnmaliánjìmá,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,"No, I only wrote her one letter this year.",是的，今年我才给她写过一封信。,shìde jīnniánwǒcáigěitāxiěguōyīfēngxìn,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,And she?,她呢？,tānà,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,She sent me a Christmas card last year.,去年寄过一张圣诞卡。,qùniánjìguōyīzhāngshèngdànkǎ,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,"Oh, that's not good.",哦，那可不好。,é nākěbúhǎo,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Neighbours and Friends?,"Yes, we should try to contact more.",是的，我们应该联系多点。,shìde wǒmenyīnggāiliánjìduōdiǎn,https://www.chinese-tools.com/phrasebook/24-neighbours.html
Are you married?,Are you married?,你结婚了吗？,nǐjiēhūnlemá,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,I'm single.,我现在单身。,wǒxiànzàichánshēn,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,Did you hear of that John proposed to Marry?,你听说约翰向玛丽求婚了吗?,nǐtīngshuìyāohànxiàngmǎlíqiúhūnlemá,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,They engaged two weeks ago.,他们两星期前订的婚.,tāmenliǎngxīngjīqiándìngdehūn,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,She's engaged/married to John.,她和约翰订婚/结婚了。,tāhéyāohàndìnghūn jiēhūnle,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,How long have you been married?,你们结婚多久了？,nǐmenjiēhūnduōjiǔle,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,We've been married for 2 years.,我们结婚两年了。,wǒmenjiēhūnliǎngniánle,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,My parents got married in 1954.,我父母1954年结婚的。,wǒfǔmǔ   lueniánjiēhūnde,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,Mary gave birth to a baby last week.,玛丽上星期做妈妈了。,mǎlíshàngxīngjīzuòmāmāle,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,They've been divorced.,他们已离婚了。,tāmenyǐlíhūnle,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,His wife died a year ago. Now he lives alone,他妻子去年去世了。现在他一个人住。,tāqīzǐqùniánqùshìle xiànzàitāyīgěrénzhù,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,My aunt will come to live with me for some days,我阿姨会来和我住一些日子。,wǒāyíhuìláihéwǒzhùyīxiērìzǐ,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,John has his own family now.,约翰现在有自己的家了。,yāohànxiànzàiyǒuzìjǐdejiāle,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,Do you live with your parents?,你和你父母住一起吗？,nǐhénǐfǔmǔzhùyīqǐmá,https://www.chinese-tools.com/phrasebook/23-marriage.html
Are you married?,No. I live in my own house.,不，我住在自己的房子里。,bú wǒzhùzàizìjǐdefángzǐlǐ,https://www.chinese-tools.com/phrasebook/23-marriage.html
